patient_id,transaction_id,product_list
852,192,"['Edibles', 'Pre-Rolls']"
801,193,"['Flower', 'Jar', 'Edibles', 'Flower']"
540,194,"['Vape', 'Tinctures']"
266,195,['Edibles']
151,196,"['Live Resin', 'Live Resin', 'Flower', 'Jar']"
866,197,"['Jar', 'Tinctures', 'Pre-Rolls', 'Tinctures']"
186,198,"['Vape', 'Tinctures']"
489,199,"['Edibles', 'Pre-Rolls', 'Vape', 'Edibles']"
216,200,"['Jar', 'Topicals']"
881,201,"['Jar', 'Tinctures', 'Live Resin']"
413,202,['Edibles']
768,203,"['Vape', 'Topicals', 'Tinctures']"
858,204,['Flower']
134,205,['Tinctures']
467,206,"['Pre-Rolls', 'Tinctures', 'Vape', 'Tinctures']"
747,207,['Tinctures']
212,208,"['Topicals', 'Jar']"
185,209,"['Jar', 'Jar', 'Tinctures']"
62,210,"['Live Resin', 'Topicals']"
724,211,['Live Resin']
181,212,"['Live Resin', 'Jar']"
180,213,"['Edibles', 'Pre-Rolls', 'Tinctures']"
967,214,"['Flower', 'Edibles']"
659,215,['Topicals']
151,216,['Jar']
494,217,"['Vape', 'Jar', 'Jar']"
106,218,"['Vape', 'Jar', 'Live Resin']"
109,219,"['Pre-Rolls', 'Edibles']"
780,220,"['Live Resin', 'Vape']"
77,221,"['Pre-Rolls', 'Pre-Rolls', 'Tinctures']"
856,222,"['Live Resin', 'Pre-Rolls']"
476,223,"['Pre-Rolls', 'Jar', 'Live Resin', 'Jar']"
851,224,"['Live Resin', 'Topicals', 'Jar']"
380,225,"['Vape', 'Topicals']"
667,226,"['Pre-Rolls', 'Edibles', 'Flower']"
909,227,"['Jar', 'Vape', 'Pre-Rolls']"
502,228,['Jar']
437,229,"['Jar', 'Pre-Rolls']"
622,230,"['Pre-Rolls', 'Edibles', 'Vape', 'Flower']"
124,231,"['Vape', 'Live Resin', 'Jar', 'Live Resin']"
992,232,"['Tinctures', 'Pre-Rolls']"
504,233,['Live Resin']
110,234,"['Topicals', 'Topicals']"
434,235,"['Edibles', 'Vape']"
169,236,['Topicals']
59,237,"['Pre-Rolls', 'Flower', 'Vape', 'Vape']"
799,238,"['Topicals', 'Live Resin']"
302,239,"['Flower', 'Topicals', 'Pre-Rolls', 'Live Resin']"
162,240,"['Vape', 'Pre-Rolls', 'Edibles', 'Topicals']"
632,241,['Live Resin']
905,242,['Tinctures']
557,243,"['Vape', 'Edibles']"
381,244,"['Live Resin', 'Vape', 'Tinctures']"
117,245,"['Live Resin', 'Vape']"
296,246,['Topicals']
275,247,"['Edibles', 'Jar', 'Live Resin']"
858,248,"['Live Resin', 'Flower', 'Jar', 'Tinctures']"
566,249,"['Tinctures', 'Vape', 'Jar', 'Tinctures']"
414,250,['Edibles']
591,251,['Vape']
567,252,"['Flower', 'Flower']"
239,253,"['Topicals', 'Vape', 'Jar']"
34,254,"['Tinctures', 'Tinctures', 'Tinctures']"
384,255,"['Live Resin', 'Jar', 'Flower', 'Vape']"
180,256,"['Live Resin', 'Edibles', 'Tinctures', 'Jar']"
963,257,['Pre-Rolls']
107,258,"['Topicals', 'Jar', 'Vape']"
856,259,['Pre-Rolls']
436,260,"['Topicals', 'Flower', 'Edibles', 'Tinctures']"
979,261,"['Topicals', 'Pre-Rolls']"
593,262,['Tinctures']
9,263,"['Flower', 'Flower', 'Edibles']"
213,264,['Pre-Rolls']
599,265,"['Jar', 'Edibles', 'Live Resin']"
878,266,"['Flower', 'Flower', 'Tinctures']"
826,267,['Topicals']
184,268,"['Edibles', 'Flower', 'Topicals']"
192,269,['Topicals']
31,270,"['Edibles', 'Pre-Rolls']"
921,271,"['Jar', 'Pre-Rolls', 'Edibles', 'Tinctures']"
185,272,"['Tinctures', 'Edibles', 'Topicals']"
765,273,"['Live Resin', 'Topicals']"
424,274,"['Pre-Rolls', 'Pre-Rolls', 'Flower', 'Tinctures']"
985,275,['Flower']
583,276,['Jar']
814,277,"['Jar', 'Topicals', 'Live Resin']"
563,278,['Live Resin']
15,279,"['Topicals', 'Flower', 'Edibles', 'Flower']"
98,280,"['Live Resin', 'Edibles']"
912,281,"['Tinctures', 'Live Resin', 'Edibles', 'Jar']"
273,282,['Edibles']
189,283,"['Jar', 'Jar', 'Jar']"
695,284,['Edibles']
408,285,"['Jar', 'Live Resin', 'Pre-Rolls', 'Tinctures']"
276,286,"['Vape', 'Jar']"
508,287,['Live Resin']
849,288,['Pre-Rolls']
80,289,['Pre-Rolls']
63,290,"['Pre-Rolls', 'Tinctures']"
433,291,"['Pre-Rolls', 'Edibles', 'Pre-Rolls']"
560,292,"['Pre-Rolls', 'Live Resin', 'Vape', 'Pre-Rolls']"
26,293,"['Pre-Rolls', 'Tinctures']"
890,294,"['Vape', 'Topicals']"
74,295,"['Jar', 'Jar']"
462,296,"['Edibles', 'Live Resin']"
476,297,"['Pre-Rolls', 'Flower', 'Edibles', 'Pre-Rolls']"
905,298,"['Jar', 'Jar', 'Live Resin']"
909,299,"['Flower', 'Tinctures']"
778,300,['Vape']
20,301,"['Tinctures', 'Vape', 'Live Resin']"
944,302,"['Live Resin', 'Jar']"
222,303,"['Tinctures', 'Topicals', 'Pre-Rolls', 'Edibles']"
826,304,"['Flower', 'Vape', 'Pre-Rolls']"
83,305,"['Pre-Rolls', 'Topicals']"
410,306,"['Edibles', 'Tinctures', 'Flower', 'Live Resin']"
947,307,"['Flower', 'Live Resin']"
199,308,"['Flower', 'Live Resin']"
457,309,"['Vape', 'Live Resin']"
909,310,"['Live Resin', 'Live Resin', 'Edibles', 'Edibles']"
798,311,"['Vape', 'Pre-Rolls', 'Vape']"
41,312,"['Jar', 'Tinctures', 'Flower', 'Flower']"
910,313,['Live Resin']
351,314,['Vape']
702,315,['Flower']
12,316,"['Topicals', 'Vape']"
964,317,"['Topicals', 'Topicals']"
34,318,"['Tinctures', 'Flower', 'Pre-Rolls', 'Live Resin']"
299,319,"['Live Resin', 'Edibles', 'Jar', 'Edibles']"
598,320,"['Edibles', 'Jar', 'Pre-Rolls', 'Jar']"
204,321,"['Jar', 'Jar', 'Live Resin']"
214,322,"['Topicals', 'Flower', 'Jar', 'Tinctures']"
190,323,"['Topicals', 'Topicals']"
424,324,['Flower']
856,325,"['Vape', 'Vape', 'Topicals']"
470,326,"['Jar', 'Pre-Rolls']"
188,327,"['Live Resin', 'Tinctures']"
260,328,"['Vape', 'Edibles']"
939,329,['Topicals']
287,330,"['Flower', 'Live Resin']"
386,331,['Pre-Rolls']
592,332,"['Live Resin', 'Tinctures', 'Jar']"
230,333,['Edibles']
874,334,"['Live Resin', 'Edibles', 'Edibles']"
116,335,"['Flower', 'Edibles', 'Flower']"
884,336,['Jar']
828,337,"['Jar', 'Flower']"
452,338,['Flower']
164,339,"['Jar', 'Pre-Rolls']"
577,340,"['Topicals', 'Live Resin']"
286,341,"['Live Resin', 'Tinctures', 'Tinctures']"
802,342,"['Topicals', 'Tinctures', 'Pre-Rolls']"
455,343,"['Edibles', 'Vape', 'Edibles', 'Topicals']"
444,344,"['Live Resin', 'Edibles', 'Topicals', 'Jar']"
248,345,"['Jar', 'Jar']"
938,346,"['Tinctures', 'Vape', 'Flower']"
569,347,"['Edibles', 'Live Resin']"
6,348,"['Jar', 'Jar']"
553,349,"['Vape', 'Vape', 'Topicals']"
228,350,"['Pre-Rolls', 'Topicals', 'Vape', 'Live Resin']"
981,351,"['Topicals', 'Flower']"
577,352,['Flower']
34,353,"['Flower', 'Jar']"
760,354,['Edibles']
408,355,"['Jar', 'Flower', 'Pre-Rolls']"
775,356,['Flower']
952,357,"['Topicals', 'Tinctures', 'Vape']"
333,358,"['Edibles', 'Jar', 'Tinctures', 'Flower']"
267,359,"['Tinctures', 'Pre-Rolls']"
63,360,"['Tinctures', 'Jar', 'Tinctures', 'Flower']"
161,361,['Flower']
903,362,['Flower']
359,363,['Tinctures']
631,364,['Live Resin']
747,365,['Flower']
628,366,"['Flower', 'Vape', 'Tinctures']"
838,367,"['Topicals', 'Edibles', 'Pre-Rolls']"
564,368,"['Flower', 'Tinctures']"
333,369,['Topicals']
112,370,"['Live Resin', 'Jar']"
716,371,"['Edibles', 'Tinctures', 'Jar', 'Jar']"
619,372,"['Flower', 'Edibles']"
225,373,"['Vape', 'Jar']"
756,374,['Pre-Rolls']
620,375,"['Live Resin', 'Topicals', 'Live Resin']"
231,376,['Pre-Rolls']
131,377,"['Edibles', 'Edibles']"
474,378,['Pre-Rolls']
718,379,"['Tinctures', 'Flower']"
162,380,"['Live Resin', 'Tinctures', 'Live Resin', 'Topicals']"
777,381,"['Edibles', 'Edibles']"
506,382,"['Vape', 'Jar', 'Tinctures']"
185,383,"['Jar', 'Pre-Rolls', 'Flower', 'Edibles']"
554,384,"['Live Resin', 'Jar', 'Live Resin', 'Edibles']"
882,385,"['Live Resin', 'Jar', 'Vape', 'Tinctures']"
90,386,"['Tinctures', 'Jar', 'Pre-Rolls', 'Flower']"
164,387,['Jar']
917,388,"['Live Resin', 'Jar']"
587,389,"['Vape', 'Vape']"
121,390,"['Jar', 'Jar', 'Live Resin', 'Flower']"
842,391,"['Live Resin', 'Jar']"
397,392,['Jar']
228,393,"['Vape', 'Vape', 'Flower']"
357,394,"['Topicals', 'Tinctures', 'Pre-Rolls', 'Edibles']"
668,395,"['Pre-Rolls', 'Pre-Rolls']"
49,396,"['Live Resin', 'Live Resin', 'Vape', 'Jar']"
306,397,"['Live Resin', 'Jar', 'Topicals']"
999,398,['Tinctures']
791,399,"['Flower', 'Pre-Rolls', 'Flower']"
577,400,['Topicals']
837,401,['Live Resin']
440,402,['Jar']
61,403,"['Live Resin', 'Tinctures', 'Edibles']"
129,404,"['Pre-Rolls', 'Jar']"
851,405,"['Edibles', 'Live Resin', 'Edibles']"
441,406,['Topicals']
736,407,"['Flower', 'Flower', 'Pre-Rolls', 'Flower']"
430,408,['Vape']
464,409,"['Topicals', 'Vape', 'Live Resin']"
405,410,"['Pre-Rolls', 'Live Resin', 'Flower', 'Tinctures']"
662,411,['Vape']
340,412,"['Flower', 'Edibles']"
844,413,['Vape']
176,414,"['Flower', 'Edibles', 'Jar']"
465,415,['Live Resin']
884,416,"['Vape', 'Flower', 'Jar']"
171,417,"['Vape', 'Vape', 'Vape']"
567,418,"['Tinctures', 'Jar']"
660,419,"['Edibles', 'Flower']"
312,420,"['Vape', 'Flower', 'Flower', 'Live Resin']"
365,421,"['Flower', 'Vape']"
211,422,"['Vape', 'Jar', 'Jar']"
603,423,"['Topicals', 'Live Resin']"
501,424,"['Tinctures', 'Live Resin', 'Topicals']"
272,425,['Pre-Rolls']
639,426,"['Edibles', 'Topicals', 'Topicals', 'Jar']"
767,427,"['Jar', 'Live Resin', 'Topicals']"
642,428,['Jar']
601,429,"['Tinctures', 'Pre-Rolls', 'Topicals', 'Topicals']"
383,430,"['Tinctures', 'Topicals', 'Pre-Rolls']"
24,431,['Topicals']
464,432,"['Jar', 'Jar', 'Pre-Rolls', 'Tinctures']"
741,433,"['Tinctures', 'Topicals', 'Tinctures']"
1,434,"['Jar', 'Vape', 'Jar']"
518,435,"['Tinctures', 'Jar', 'Jar', 'Topicals']"
880,436,"['Tinctures', 'Vape', 'Flower']"
560,437,"['Live Resin', 'Pre-Rolls', 'Live Resin', 'Flower']"
446,438,"['Tinctures', 'Vape', 'Jar']"
309,439,"['Topicals', 'Topicals']"
836,440,"['Jar', 'Pre-Rolls']"
3,441,['Pre-Rolls']
429,442,['Topicals']
767,443,"['Flower', 'Pre-Rolls', 'Flower']"
508,444,"['Topicals', 'Jar']"
373,445,"['Vape', 'Flower', 'Flower', 'Live Resin']"
772,446,"['Topicals', 'Vape']"
423,447,"['Flower', 'Live Resin']"
867,448,"['Tinctures', 'Live Resin', 'Vape', 'Pre-Rolls']"
892,449,"['Pre-Rolls', 'Flower', 'Tinctures']"
23,450,['Edibles']
174,451,"['Vape', 'Pre-Rolls', 'Pre-Rolls', 'Edibles']"
46,452,"['Flower', 'Vape', 'Flower']"
559,453,"['Pre-Rolls', 'Flower', 'Vape']"
11,454,['Topicals']
682,455,"['Pre-Rolls', 'Tinctures']"
733,456,['Vape']
945,457,"['Topicals', 'Tinctures', 'Tinctures', 'Live Resin']"
106,458,"['Tinctures', 'Edibles', 'Edibles']"
579,459,['Vape']
983,460,"['Pre-Rolls', 'Flower']"
863,461,"['Vape', 'Jar', 'Pre-Rolls']"
865,462,"['Live Resin', 'Topicals']"
176,463,"['Jar', 'Jar']"
610,464,"['Pre-Rolls', 'Edibles']"
48,465,['Pre-Rolls']
170,466,"['Tinctures', 'Tinctures', 'Pre-Rolls', 'Pre-Rolls']"
191,467,"['Pre-Rolls', 'Edibles', 'Topicals']"
791,468,"['Flower', 'Edibles', 'Tinctures', 'Pre-Rolls']"
80,469,['Edibles']
926,470,"['Topicals', 'Pre-Rolls', 'Pre-Rolls', 'Pre-Rolls']"
381,471,"['Live Resin', 'Flower']"
796,472,"['Vape', 'Live Resin', 'Vape', 'Edibles']"
846,473,"['Live Resin', 'Tinctures', 'Tinctures', 'Live Resin']"
968,474,"['Jar', 'Edibles', 'Vape']"
307,475,['Pre-Rolls']
904,476,"['Pre-Rolls', 'Jar', 'Vape', 'Jar']"
834,477,"['Edibles', 'Vape', 'Jar']"
244,478,['Topicals']
635,479,['Live Resin']
34,480,"['Vape', 'Flower', 'Flower', 'Jar']"
287,481,"['Edibles', 'Jar']"
266,482,"['Flower', 'Tinctures']"
556,483,"['Edibles', 'Jar', 'Live Resin']"
587,484,['Topicals']
936,485,"['Flower', 'Pre-Rolls', 'Vape']"
36,486,"['Jar', 'Live Resin']"
599,487,"['Edibles', 'Vape']"
231,488,"['Topicals', 'Tinctures']"
178,489,['Topicals']
921,490,"['Edibles', 'Topicals', 'Vape']"
161,491,['Vape']
357,492,"['Tinctures', 'Jar', 'Topicals']"
981,493,"['Flower', 'Vape', 'Vape']"
198,494,"['Edibles', 'Tinctures']"
254,495,"['Vape', 'Live Resin', 'Pre-Rolls']"
212,496,"['Live Resin', 'Jar', 'Live Resin']"
178,497,"['Edibles', 'Edibles']"
7,498,"['Topicals', 'Flower', 'Topicals']"
981,499,"['Tinctures', 'Edibles', 'Tinctures']"
172,500,"['Tinctures', 'Jar', 'Pre-Rolls']"
251,501,"['Edibles', 'Flower']"
367,502,"['Live Resin', 'Live Resin']"
69,503,['Edibles']
42,504,"['Flower', 'Jar', 'Vape']"
158,505,['Live Resin']
830,506,"['Jar', 'Pre-Rolls']"
384,507,['Live Resin']
928,508,"['Vape', 'Edibles']"
668,509,"['Vape', 'Edibles', 'Flower', 'Live Resin']"
825,510,"['Vape', 'Vape']"
340,511,['Tinctures']
353,512,"['Edibles', 'Pre-Rolls', 'Live Resin', 'Tinctures']"
874,513,"['Jar', 'Live Resin', 'Edibles', 'Flower']"
997,514,"['Vape', 'Live Resin', 'Live Resin']"
61,515,['Live Resin']
117,516,"['Pre-Rolls', 'Edibles', 'Pre-Rolls']"
634,517,"['Flower', 'Topicals']"
906,518,"['Pre-Rolls', 'Flower', 'Flower']"
747,519,"['Flower', 'Vape']"
232,520,"['Tinctures', 'Live Resin', 'Flower', 'Tinctures']"
346,521,"['Pre-Rolls', 'Flower', 'Vape']"
291,522,"['Jar', 'Live Resin', 'Jar']"
337,523,['Tinctures']
816,524,['Topicals']
736,525,['Tinctures']
700,526,"['Jar', 'Live Resin', 'Pre-Rolls']"
920,527,"['Edibles', 'Vape', 'Tinctures']"
35,528,"['Edibles', 'Flower', 'Edibles', 'Tinctures']"
232,529,"['Live Resin', 'Vape']"
876,530,['Flower']
415,531,"['Edibles', 'Tinctures', 'Tinctures']"
595,532,"['Jar', 'Flower', 'Edibles']"
517,533,"['Vape', 'Vape', 'Flower']"
833,534,['Tinctures']
568,535,"['Pre-Rolls', 'Tinctures']"
828,536,"['Flower', 'Tinctures']"
574,537,['Jar']
292,538,['Jar']
712,539,"['Jar', 'Flower']"
803,540,"['Edibles', 'Live Resin']"
214,541,"['Jar', 'Flower']"
639,542,"['Topicals', 'Live Resin', 'Jar', 'Live Resin']"
199,543,"['Flower', 'Flower']"
774,544,['Pre-Rolls']
795,545,"['Edibles', 'Topicals']"
252,546,['Flower']
198,547,"['Flower', 'Live Resin', 'Edibles', 'Jar']"
897,548,"['Topicals', 'Pre-Rolls']"
167,549,['Pre-Rolls']
302,550,['Vape']
871,551,"['Live Resin', 'Flower']"
253,552,"['Edibles', 'Edibles', 'Edibles']"
404,553,"['Topicals', 'Pre-Rolls', 'Topicals']"
942,554,"['Jar', 'Live Resin', 'Vape']"
168,555,"['Pre-Rolls', 'Pre-Rolls', 'Jar', 'Edibles']"
607,556,"['Live Resin', 'Jar']"
437,557,"['Edibles', 'Tinctures', 'Live Resin', 'Live Resin']"
136,558,['Jar']
8,559,"['Jar', 'Tinctures']"
832,560,"['Jar', 'Edibles', 'Vape']"
551,561,"['Jar', 'Live Resin', 'Tinctures', 'Flower']"
28,562,"['Pre-Rolls', 'Live Resin', 'Tinctures']"
356,563,"['Edibles', 'Tinctures', 'Live Resin', 'Topicals']"
578,564,['Vape']
765,565,"['Tinctures', 'Topicals']"
759,566,"['Edibles', 'Topicals', 'Topicals', 'Jar']"
552,567,"['Vape', 'Live Resin', 'Jar', 'Tinctures']"
661,568,"['Flower', 'Topicals']"
237,569,['Edibles']
126,570,"['Jar', 'Edibles', 'Topicals', 'Vape']"
130,571,['Pre-Rolls']
852,572,"['Topicals', 'Tinctures']"
990,573,['Jar']
808,574,"['Tinctures', 'Jar', 'Topicals', 'Live Resin']"
276,575,['Topicals']
771,576,"['Pre-Rolls', 'Jar', 'Jar', 'Live Resin']"
277,577,['Tinctures']
93,578,"['Tinctures', 'Flower', 'Flower', 'Topicals']"
166,579,"['Live Resin', 'Tinctures']"
901,580,"['Tinctures', 'Edibles', 'Pre-Rolls', 'Vape']"
594,581,"['Edibles', 'Vape']"
59,582,"['Flower', 'Jar', 'Pre-Rolls', 'Tinctures']"
455,583,"['Edibles', 'Flower', 'Topicals']"
799,584,['Jar']
342,585,"['Edibles', 'Edibles']"
770,586,"['Vape', 'Vape', 'Vape', 'Topicals']"
613,587,"['Edibles', 'Tinctures', 'Flower', 'Edibles']"
403,588,['Live Resin']
321,589,"['Flower', 'Live Resin', 'Pre-Rolls', 'Live Resin']"
930,590,"['Live Resin', 'Topicals', 'Live Resin']"
896,591,['Pre-Rolls']
627,592,"['Vape', 'Edibles']"
616,593,"['Edibles', 'Edibles', 'Topicals', 'Jar']"
630,594,"['Jar', 'Pre-Rolls', 'Edibles']"
138,595,['Flower']
975,596,"['Edibles', 'Live Resin', 'Tinctures', 'Pre-Rolls']"
58,597,"['Tinctures', 'Edibles', 'Jar', 'Tinctures']"
121,598,['Vape']
147,599,"['Pre-Rolls', 'Pre-Rolls', 'Live Resin', 'Vape']"
