transaction_id,date,product_id,category,price,quantity,store_ids,total_amount
197,2024-03-06,107,Flower,79.66,9,99,716.94
198,2024-12-03,163,Edibles,80.83,7,105,565.81
199,2024-08-31,119,Edibles,43.74,4,101,174.96
200,2024-10-08,152,Topicals,18.38,10,105,183.80
201,2024-03-25,168,Pre-Rolls,19.31,6,100,115.86
202,2024-05-15,167,Vape,83.90,7,100,587.30
203,2024-09-27,150,Jar,99.08,2,104,198.16
204,2024-11-06,110,Flower,31.86,4,105,127.44
205,2024-08-04,143,Tinctures,83.13,8,103,665.04
206,2024-04-18,127,Topicals,38.63,3,99,115.89
207,2024-10-03,126,Flower,49.79,4,100,199.16
208,2024-12-19,141,Topicals,45.63,1,100,45.63
209,2024-04-12,141,Live Resin,99.27,9,102,893.43
210,2024-06-08,145,Vape,31.63,2,104,63.26
211,2024-07-23,136,Live Resin,96.25,8,100,770.00
212,2024-12-09,126,Pre-Rolls,50.10,3,99,150.30
213,2024-11-28,166,Pre-Rolls,76.25,2,104,152.50
214,2024-07-10,159,Tinctures,34.25,5,105,171.25
215,2024-08-12,100,Edibles,63.20,4,103,252.80
216,2024-09-21,113,Flower,61.39,7,104,429.73
217,2024-08-19,143,Tinctures,12.80,5,104,64.00
218,2024-03-02,156,Flower,21.26,4,100,85.04
219,2024-05-06,129,Tinctures,49.49,9,99,445.41
220,2024-04-25,130,Vape,21.21,2,101,42.42
221,2024-02-02,104,Topicals,81.70,4,103,326.80
222,2024-06-22,140,Tinctures,66.80,1,105,66.80
223,2024-01-11,147,Vape,26.49,1,99,26.49
224,2024-10-28,113,Tinctures,91.77,1,103,91.77
225,2024-10-10,148,Pre-Rolls,33.00,5,103,165.00
226,2024-04-27,131,Topicals,67.14,2,102,134.28
227,2024-10-28,168,Vape,61.90,4,104,247.60
228,2024-04-22,135,Jar,77.40,3,99,232.20
229,2024-01-04,102,Edibles,77.07,2,104,154.14
230,2024-02-06,165,Topicals,82.82,2,101,165.64
231,2024-12-28,146,Topicals,23.78,5,103,118.90
232,2024-11-19,164,Jar,40.86,8,99,326.88
233,2024-01-31,164,Vape,98.09,2,102,196.18
234,2024-04-27,156,Jar,60.99,7,99,426.93
235,2024-02-04,161,Live Resin,73.37,6,105,440.22
236,2024-01-17,104,Edibles,35.42,7,99,247.94
237,2024-06-18,136,Topicals,58.16,1,103,58.16
238,2024-02-06,123,Jar,94.20,10,102,942.00
239,2024-09-20,140,Vape,89.72,5,100,448.60
240,2024-05-01,164,Tinctures,41.68,6,103,250.08
241,2024-05-22,109,Edibles,82.62,7,101,578.34
242,2024-12-08,111,Topicals,17.46,6,101,104.76
243,2024-09-05,120,Tinctures,60.33,4,103,241.32
244,2024-04-19,167,Pre-Rolls,13.59,5,103,67.95
245,2024-10-03,167,Vape,69.38,7,99,485.66
246,2024-03-08,99,Jar,53.34,10,104,533.40
247,2024-10-19,107,Vape,62.73,10,103,627.30
248,2024-10-22,125,Pre-Rolls,85.77,8,101,686.16
249,2024-08-30,126,Jar,71.57,10,103,715.70
250,2024-05-04,153,Jar,66.51,10,104,665.10
251,2024-08-30,112,Flower,93.55,1,102,93.55
252,2024-07-27,125,Tinctures,89.88,8,104,719.04
253,2024-04-07,167,Edibles,23.66,1,102,23.66
254,2024-02-18,154,Topicals,77.55,8,100,620.40
255,2024-02-19,108,Edibles,60.90,6,104,365.40
256,2024-12-03,118,Edibles,80.85,6,104,485.10
257,2024-08-08,102,Jar,54.62,1,99,54.62
258,2024-06-30,157,Edibles,29.53,5,102,147.65
259,2024-08-04,141,Pre-Rolls,67.63,8,103,541.04
260,2024-07-29,103,Edibles,91.91,7,103,643.37
261,2024-08-27,110,Pre-Rolls,47.93,9,99,431.37
262,2024-01-28,108,Pre-Rolls,91.54,2,104,183.08
263,2024-12-10,105,Topicals,52.47,7,99,367.29
264,2024-11-30,121,Vape,45.21,10,105,452.10
265,2024-11-26,131,Tinctures,76.42,10,105,764.20
266,2024-02-20,108,Topicals,86.40,6,101,518.40
267,2024-02-01,128,Flower,17.36,8,100,138.88
268,2024-07-25,132,Edibles,48.25,1,102,48.25
269,2024-06-22,151,Jar,57.44,7,103,402.08
270,2024-02-25,148,Tinctures,77.84,1,105,77.84
271,2024-05-07,156,Jar,56.68,8,105,453.44
272,2024-04-08,150,Edibles,42.80,2,104,85.60
273,2024-04-07,154,Edibles,19.90,8,103,159.20
274,2024-10-01,139,Vape,58.28,5,105,291.40
275,2024-08-17,101,Topicals,74.15,9,100,667.35
276,2024-03-12,148,Live Resin,10.91,2,99,21.82
277,2024-08-04,114,Edibles,92.09,2,103,184.18
278,2024-04-03,167,Pre-Rolls,53.25,4,102,213.00
279,2024-05-22,99,Topicals,41.13,2,103,82.26
280,2024-08-24,107,Topicals,84.18,8,100,673.44
281,2024-05-07,104,Edibles,93.08,7,103,651.56
282,2024-02-08,108,Flower,10.66,6,103,63.96
283,2024-08-14,144,Vape,74.47,4,102,297.88
284,2024-10-08,163,Pre-Rolls,52.78,10,100,527.80
285,2024-02-20,112,Jar,39.64,8,105,317.12
286,2024-01-26,136,Vape,63.21,1,103,63.21
287,2024-11-29,137,Pre-Rolls,26.90,6,101,161.40
288,2024-10-03,110,Jar,36.61,5,101,183.05
289,2024-01-08,135,Live Resin,12.73,9,101,114.57
290,2024-02-17,155,Vape,14.25,8,105,114.00
291,2024-05-01,147,Topicals,86.48,4,99,345.92
292,2024-03-26,149,Flower,17.36,10,104,173.60
293,2024-07-27,102,Vape,75.54,7,99,528.78
294,2024-09-05,159,Vape,35.03,2,103,70.06
295,2024-09-03,119,Vape,96.24,1,100,96.24
296,2024-04-19,167,Jar,24.27,3,100,72.81
297,2024-07-24,127,Topicals,57.46,10,104,574.60
298,2024-01-31,116,Flower,55.37,1,105,55.37
299,2024-03-25,149,Pre-Rolls,88.03,9,102,792.27
300,2024-07-13,168,Tinctures,20.08,8,100,160.64
301,2024-01-02,136,Jar,10.42,2,99,20.84
302,2024-07-18,117,Live Resin,54.85,9,99,493.65
303,2024-05-15,137,Vape,71.87,3,100,215.61
304,2024-08-20,146,Live Resin,34.81,8,103,278.48
305,2024-05-26,100,Pre-Rolls,44.79,5,100,223.95
306,2024-08-04,117,Live Resin,54.19,10,103,541.90
307,2024-12-22,114,Topicals,58.32,7,101,408.24
308,2024-10-11,104,Topicals,91.46,9,103,823.14
309,2024-12-04,99,Jar,85.53,1,100,85.53
310,2024-09-06,149,Tinctures,20.47,5,104,102.35
311,2024-03-20,167,Topicals,85.99,10,105,859.90
312,2024-04-07,109,Edibles,27.80,2,100,55.60
313,2024-05-31,138,Topicals,59.35,9,100,534.15
314,2024-04-21,125,Jar,71.91,8,104,575.28
315,2024-01-30,143,Pre-Rolls,16.89,3,100,50.67
316,2024-10-23,126,Edibles,88.48,8,99,707.84
317,2024-10-04,151,Edibles,75.42,5,101,377.10
318,2024-02-01,164,Edibles,96.51,3,99,289.53
319,2024-06-09,117,Tinctures,26.04,1,101,26.04
320,2024-01-30,119,Edibles,50.64,5,101,253.20
321,2024-01-26,122,Vape,95.73,10,102,957.30
322,2024-10-26,127,Flower,47.36,6,101,284.16
323,2024-09-01,131,Edibles,79.36,7,104,555.52
324,2024-09-14,123,Topicals,99.30,2,100,198.60
325,2024-09-28,113,Live Resin,87.07,3,104,261.21
326,2024-03-21,122,Flower,39.14,2,100,78.28
327,2024-01-30,105,Jar,70.68,4,104,282.72
328,2024-09-17,158,Vape,58.72,8,105,469.76
329,2024-02-11,108,Live Resin,99.45,8,103,795.60
330,2024-04-05,136,Live Resin,78.02,4,104,312.08
331,2024-02-05,107,Edibles,29.95,1,99,29.95
332,2024-10-31,131,Jar,97.14,7,99,679.98
333,2024-02-04,111,Flower,30.99,3,102,92.97
334,2024-12-11,124,Tinctures,69.92,7,101,489.44
335,2024-04-30,161,Flower,27.98,1,103,27.98
336,2024-07-25,141,Jar,86.14,5,103,430.70
337,2024-03-02,144,Pre-Rolls,97.16,3,104,291.48
338,2024-10-18,115,Tinctures,50.56,4,100,202.24
339,2024-05-06,129,Flower,45.27,6,104,271.62
340,2024-10-23,111,Live Resin,25.01,10,99,250.10
341,2024-10-31,135,Vape,74.21,8,104,593.68
342,2024-01-21,107,Tinctures,61.96,4,100,247.84
343,2024-11-13,123,Vape,44.15,8,104,353.20
344,2024-02-11,139,Edibles,19.65,2,104,39.30
345,2024-08-02,161,Pre-Rolls,69.22,2,104,138.44
346,2024-12-02,156,Vape,33.85,3,99,101.55
347,2024-10-25,141,Pre-Rolls,23.34,3,100,70.02
348,2024-10-16,138,Flower,99.56,3,99,298.68
349,2024-09-24,118,Jar,17.78,10,104,177.80
350,2024-06-10,145,Live Resin,19.09,10,100,190.90
351,2024-05-13,139,Jar,96.36,1,99,96.36
352,2024-04-14,153,Vape,42.05,8,101,336.40
353,2024-12-08,120,Pre-Rolls,44.76,8,104,358.08
354,2024-06-09,99,Edibles,64.69,6,104,388.14
355,2024-05-02,139,Pre-Rolls,17.19,7,100,120.33
356,2024-05-15,130,Tinctures,15.14,1,100,15.14
357,2024-07-21,127,Edibles,73.09,9,105,657.81
358,2024-03-08,154,Topicals,38.38,6,100,230.28
359,2024-12-09,134,Topicals,10.32,9,100,92.88
360,2024-11-26,145,Live Resin,36.38,2,104,72.76
361,2024-06-02,116,Topicals,66.45,7,102,465.15
362,2024-08-22,141,Topicals,51.47,8,102,411.76
363,2024-06-10,160,Tinctures,91.66,1,101,91.66
364,2024-02-07,158,Flower,27.58,5,105,137.90
365,2024-01-05,156,Jar,69.44,7,100,486.08
366,2024-08-22,144,Tinctures,56.21,9,104,505.89
367,2024-11-14,138,Topicals,15.92,7,99,111.44
368,2024-10-15,161,Flower,60.07,2,100,120.14
369,2024-02-21,112,Live Resin,67.71,2,101,135.42
370,2024-02-07,121,Live Resin,23.35,2,104,46.70
371,2024-10-02,109,Flower,65.52,5,100,327.60
372,2024-04-19,134,Pre-Rolls,87.11,6,99,522.66
373,2024-09-16,116,Flower,77.72,8,105,621.76
374,2024-05-15,167,Live Resin,55.63,7,105,389.41
375,2024-03-08,124,Pre-Rolls,46.42,9,100,417.78
376,2024-06-27,132,Topicals,90.96,4,103,363.84
377,2024-02-05,108,Pre-Rolls,23.40,3,99,70.20
378,2024-05-05,108,Edibles,47.58,2,102,95.16
379,2024-07-08,101,Flower,72.42,1,101,72.42
380,2024-05-25,163,Pre-Rolls,21.19,3,99,63.57
381,2024-03-21,102,Vape,96.34,2,102,192.68
382,2024-08-12,150,Jar,44.58,10,101,445.80
383,2024-10-05,126,Pre-Rolls,23.52,3,102,70.56
384,2024-12-26,103,Flower,99.94,4,100,399.76
385,2024-06-03,132,Edibles,15.17,8,99,121.36
386,2024-11-09,168,Jar,52.47,9,104,472.23
387,2024-11-30,168,Live Resin,91.60,6,105,549.60
388,2024-09-27,159,Tinctures,21.14,9,99,190.26
389,2024-01-05,118,Edibles,40.18,5,101,200.90
390,2024-12-07,145,Vape,82.48,8,104,659.84
391,2024-10-10,149,Jar,68.26,2,105,136.52
392,2024-06-02,127,Edibles,99.78,3,103,299.34
393,2024-12-05,136,Live Resin,89.57,10,100,895.70
394,2024-02-23,116,Flower,15.27,7,105,106.89
395,2024-03-09,158,Vape,36.70,2,102,73.40
396,2024-05-15,163,Topicals,78.15,9,102,703.35
397,2024-02-29,164,Tinctures,82.12,1,102,82.12
398,2024-02-24,110,Live Resin,46.39,4,101,185.56
399,2024-10-10,149,Jar,82.34,4,102,329.36
400,2024-03-20,145,Pre-Rolls,16.28,3,103,48.84
401,2024-05-19,163,Topicals,66.90,5,99,334.50
402,2024-05-24,100,Pre-Rolls,37.31,3,103,111.93
403,2024-11-05,129,Jar,69.03,7,103,483.21
404,2024-04-17,120,Vape,85.55,1,100,85.55
405,2024-06-24,164,Topicals,95.91,6,100,575.46
406,2024-04-14,116,Edibles,35.46,1,105,35.46
407,2024-12-17,156,Live Resin,95.71,9,99,861.39
408,2024-11-20,119,Live Resin,81.51,1,104,81.51
409,2024-05-15,121,Vape,77.91,2,99,155.82
410,2024-09-15,117,Vape,48.49,9,104,436.41
411,2024-09-07,160,Pre-Rolls,43.05,5,100,215.25
412,2024-05-08,144,Jar,93.86,10,103,938.60
413,2024-01-27,104,Flower,27.42,9,99,246.78
414,2024-02-17,127,Pre-Rolls,91.44,1,102,91.44
415,2024-11-20,161,Tinctures,74.05,5,104,370.25
416,2024-08-04,128,Edibles,42.84,3,105,128.52
417,2024-05-21,107,Tinctures,71.06,6,104,426.36
418,2024-01-23,132,Topicals,69.21,4,104,276.84
419,2024-01-02,146,Flower,17.44,8,99,139.52
420,2024-06-19,128,Vape,55.11,4,102,220.44
421,2024-03-07,104,Jar,86.79,4,101,347.16
422,2024-11-22,125,Jar,42.83,8,102,342.64
423,2024-05-14,165,Pre-Rolls,56.77,8,105,454.16
424,2024-03-23,145,Flower,10.54,8,103,84.32
425,2024-08-14,148,Vape,41.50,4,99,166.00
426,2024-10-09,159,Tinctures,94.04,2,105,188.08
427,2024-12-27,157,Live Resin,41.59,3,100,124.77
428,2024-08-06,104,Topicals,96.22,7,103,673.54
429,2024-10-14,104,Edibles,19.41,9,104,174.69
430,2024-01-05,140,Jar,20.54,9,103,184.86
431,2024-02-27,112,Live Resin,38.79,2,100,77.58
432,2024-02-08,165,Live Resin,11.79,3,99,35.37
433,2024-12-19,134,Vape,43.87,3,105,131.61
434,2024-03-17,132,Pre-Rolls,57.45,9,99,517.05
435,2024-10-06,168,Jar,80.23,3,101,240.69
436,2024-01-19,121,Jar,37.77,2,100,75.54
437,2024-07-08,147,Vape,74.41,8,105,595.28
438,2024-10-25,147,Edibles,11.63,9,104,104.67
439,2024-10-09,145,Edibles,28.79,2,103,57.58
440,2024-03-16,108,Flower,100.00,10,105,1000.00
441,2024-08-08,165,Vape,76.94,3,101,230.82
442,2024-03-06,131,Vape,83.54,4,99,334.16
443,2024-01-22,147,Pre-Rolls,22.76,7,103,159.32
444,2024-06-06,127,Flower,98.89,6,102,593.34
445,2024-07-05,165,Tinctures,79.77,4,102,319.08
446,2024-01-21,150,Flower,79.65,5,100,398.25
447,2024-07-02,144,Pre-Rolls,47.43,7,100,332.01
448,2024-04-17,143,Jar,62.43,1,103,62.43
449,2024-12-15,161,Flower,51.06,7,99,357.42
450,2024-05-07,160,Jar,76.09,1,105,76.09
451,2024-12-07,99,Live Resin,77.78,6,105,466.68
452,2024-02-22,163,Topicals,22.57,7,100,157.99
453,2024-06-30,116,Topicals,62.24,1,99,62.24
454,2024-10-13,155,Live Resin,51.29,4,102,205.16
455,2024-07-27,120,Edibles,57.03,6,102,342.18
456,2024-11-13,128,Jar,56.39,7,99,394.73
457,2024-03-20,108,Tinctures,79.55,8,103,636.40
458,2024-05-01,164,Vape,71.99,10,99,719.90
459,2024-03-24,134,Vape,30.95,4,101,123.80
460,2024-03-31,126,Tinctures,61.12,3,102,183.36
461,2024-07-30,118,Topicals,89.35,8,103,714.80
462,2024-01-13,122,Edibles,15.96,10,101,159.60
463,2024-04-01,119,Topicals,84.07,9,105,756.63
464,2024-06-19,145,Tinctures,28.08,7,102,196.56
465,2024-07-29,114,Jar,73.68,3,105,221.04
466,2024-12-08,128,Tinctures,70.92,4,102,283.68
467,2024-05-07,152,Live Resin,69.67,10,102,696.70
468,2024-05-16,141,Edibles,54.96,9,105,494.64
469,2024-03-22,113,Vape,75.00,5,99,375.00
470,2024-12-25,160,Tinctures,32.77,8,102,262.16
471,2024-02-25,160,Vape,77.72,2,100,155.44
472,2024-07-14,160,Tinctures,76.38,7,104,534.66
473,2024-01-20,125,Edibles,33.01,10,102,330.10
474,2024-08-28,119,Vape,90.76,1,100,90.76
475,2024-04-23,151,Jar,34.24,7,99,239.68
476,2024-04-12,101,Flower,60.39,2,103,120.78
477,2024-08-23,130,Topicals,20.45,9,103,184.05
478,2024-06-28,104,Tinctures,23.39,2,105,46.78
479,2024-06-05,115,Vape,76.16,3,102,228.48
480,2024-04-26,119,Jar,94.87,1,101,94.87
481,2024-04-24,116,Flower,73.11,6,101,438.66
482,2024-01-13,164,Tinctures,13.17,5,99,65.85
483,2024-12-03,104,Edibles,36.71,7,101,256.97
484,2024-04-08,117,Flower,78.51,5,103,392.55
485,2024-07-23,106,Jar,58.52,8,101,468.16
486,2024-06-17,120,Jar,78.23,6,105,469.38
487,2024-05-22,132,Topicals,62.92,5,105,314.60
488,2024-02-05,122,Tinctures,79.12,9,105,712.08
489,2024-05-22,165,Tinctures,43.17,10,101,431.70
490,2024-06-28,150,Pre-Rolls,48.02,6,101,288.12
491,2024-11-24,101,Jar,59.16,5,104,295.80
